SORES	0.187053514459894
SANES	0.186393117455467
SALES	0.185092450299554
SONES	0.182480178987563
SERES	0.182270097325452
SATES	0.181677506446841
SOLES	0.181179511831649
SAMES	0.178924867433163
SENES	0.17769676185312
SADES	0.177647169614936
CARES	0.177444324886774
TARES	0.177098978874117
BARES	0.176828951884341
PARES	0.176502794362972
SIRES	0.176492451534889
SAGES	0.176467752734244
SELES	0.176396094697207
SABES	0.176025913758105
RARES	0.175352127961741
SAKES	0.175041608964158
DARES	0.174446322861146
MARES	0.174102375548754
LARES	0.1737690270508
SAVES	0.173758977324225
CORES	0.173531386418869
SOCES	0.173359785334644
SAFES	0.173207141862808
TORES	0.173186040406212
GARES	0.172965538301313
BORES	0.172916013416436
CANES	0.172870989414442
PORES	0.172589855895067
SURES	0.172446718192641
BANES	0.17225561641201
SAZES	0.172048897503535
PANES	0.17192945889064
SINES	0.171919116062558
SAXES	0.171809596181137
FARES	0.171800150342005
RORES	0.171439189493836
TALES	0.171224976245872
SOKES	0.171128670496253
HARES	0.171002637371186
BALES	0.170954949256096
PALES	0.170628791734727
SILES	0.170618448906644
DORES	0.170533384393241
SEMES	0.170228511830816
MORES	0.170189437080849
CASES	0.170068601186874
LORES	0.169856088582895
NARES	0.169802935242665
TASES	0.169723255174217
MANES	0.169529040076422
RALES	0.169478125333496
BASES	0.169453228184441
LANES	0.169195691578469
WARES	0.169185880153822
PASES	0.169127070663072
SISES	0.16911672783499
GORES	0.169052599833408
CONES	0.168958050946538
SEDES	0.168950814012589
CERES	0.168747969284427
SORAS	0.168669831465074
TONES	0.168612704933881
DALES	0.168572320232901
TERES	0.16840262327177
BONES	0.168342677944105
SLAES	0.168230211109479
MALES	0.168228372920509
CATES	0.168155378405816
BERES	0.168132596281994
PONES	0.168016520422736
RASES	0.167976404261841
SARIS	0.1679534460587
FORES	0.1678872118741
TATES	0.167810032393159
PERES	0.167806438760624
COLES	0.167657383790624
BATES	0.167540005403383
TOLES	0.167312037777967
FANES	0.167226814869673
PATES	0.167213847882014
SITES	0.167203505053932
GALES	0.167091535673068
BOLES	0.167042010788191
RONES	0.166865854021505
EALES	0.16673359710048
MASES	0.166726651848854
POLES	0.166715853266822
KAIES	0.166647983499213
LASES	0.1663933033509
VARES	0.166353333904314
COSES	0.166155662718969
RATES	0.166063181480783
TOSES	0.165810316706313
DERES	0.165749967258799
SAROS	0.165684856357384
GASES	0.165589814601413
ROLES	0.165565186865591
MERES	0.165406019946407
CAMES	0.165402739392138
EASES	0.165231876028825
POSES	0.165214132195167
KORES	0.165186812946459
DATES	0.165157376380188
HALES	0.165128634742941
LERES	0.165072671448453
SUSES	0.165070994492742
TAMES	0.165057393379482
MATES	0.164813429067796
DOLES	0.164659381764996
WANES	0.164612544681491
KANES	0.164526415942033
MOLES	0.164315434452604
GERES	0.164269182698966
COTES	0.164242439937911
SOARS	0.164134965436084
CADES	0.164125041573911
ROSES	0.164063465793937
TOTES	0.163897093925254
TENES	0.163829287799439
SORTS	0.163704260389333
GATES	0.163676591820355
BOTES	0.163627066935478
BENES	0.163559260809663
SAIRS	0.163533386764621
SAILS	0.163428422565661
TACES	0.163405249748867
SAINS	0.163322707218914
FONES	0.163313876401769
WALES	0.163311877525577
CAPES	0.163311344702958
POTES	0.163300909414109
PENES	0.163233103288293
SLOES	0.163226608659918
KALES	0.163225748786119
GOLES	0.163178597205163
SIDES	0.163173168222027
DOSES	0.163157660693342
SEXES	0.16311324057879
FERES	0.163103794739658
SANTS	0.163043863384906
YORES	0.163016111197376
CIRES	0.162970323493864
TAPES	0.162965998690301
CAGES	0.162945624693219
MOSES	0.162813713380949
PACES	0.162809065237721
SICES	0.162798722409639
SOLAS	0.162795828836829
OASES	0.16272506549641
TIRES	0.162624977481208
TELES	0.162528620643525
HONES	0.16251636343095
FATES	0.162511203861047
LOSES	0.162480364882996
DAMES	0.162404737366511
PAPES	0.162369814179156
SIPES	0.162359471351074
HERES	0.162306281768839
ROUES	0.162243729966025
TABES	0.162158439704423
ROTES	0.162150243012878
PAGES	0.162004094169417
PELES	0.16193243613238
BABES	0.161888412714647
SORNS	0.16186153666616
WASES	0.161810156453922
VANES	0.161779998431983
SALTS	0.161743196228992
LAMES	0.161727441556165
HATES	0.161713690890228
RACES	0.161658398836491
CAKES	0.161519480923133
COMES	0.161489800924234
NONES	0.161316661302429
SAAGS	0.161269956633209
DOTES	0.161244437912283
RAPES	0.161219147777925
HOLES	0.161215696275037
DENES	0.161176631786468
TAKES	0.161174134910476
TOMES	0.161144454911577
YALES	0.161055047037035
MOUES	0.160993977553038
SEATS	0.160983592479106
GAMES	0.160923952806678
BAKES	0.1609041079207
MOTES	0.160900490599891
RAGES	0.160853427768187
MENES	0.160832684474075
JANES	0.160794262407283
SOOTS	0.160763407163988
BESES	0.160756872582094
DACES	0.160752593735896
SARDS	0.16070234281069
BAYES	0.160685120665106
SIKES	0.160567607571249
LOTES	0.160567142101937
POMES	0.160548270400432
SAMAS	0.160541184438343
NATES	0.160513988761707
LENES	0.160499335976122
VALES	0.160479331276069
LADES	0.160449743737937
MACES	0.160408646423503
SARKS	0.160249408439496
CAVES	0.1602368492832
CODES	0.160212103106006
SPAES	0.16020084702373
LACES	0.16007529792555
SHIES	0.160016499569345
NOLES	0.160015994146515
AURES	0.159899701381272
DELES	0.159875964630554
SARUS	0.15984642446897
FAMES	0.159758564847369
HOSES	0.159713975203382
GENES	0.159695847226634
CAFES	0.159685013821783
GADES	0.15964625498845
MIRES	0.159628374155844
MAGES	0.159603675355199
